Date,OrderID,WarehouseID,ProductID,Stage,OpenUnits,OpenValueUSD,OverdueUnits,AgeUnitDays
2024-03-31,2452,3,22,Pack,5,145.3,0,10
2024-03-31,2453,3,2,Pack,17,1549.38,0,34
2024-03-31,2454,3,9,Pack,17,269.28,0,34
2024-03-31,2455,3,4,Pack,11,1332.98,0,22
2024-03-31,2411,3,22,Dispatch,22,639.32,0,66
2024-03-31,2412,3,5,Dispatch,9,78.39,0,27
2024-03-31,2413,3,28,Dispatch,16,250.72,0,48
2024-03-31,2414,3,4,Dispatch,14,1696.52,0,42
2024-03-31,2415,3,32,Dispatch,20,327.4,0,60
2024-03-31,2416,3,17,Dispatch,5,573.35,0,15
2024-03-31,2417,3,11,Dispatch,9,745.38,0,27
2024-03-31,2418,3,32,Dispatch,8,130.96,0,24
2024-03-31,2419,3,1,Dispatch,12,1438.32,0,36
2024-03-31,2420,3,25,Dispatch,6,121.8,0,18
2024-04-30,3251,1,11,Pack,12,993.84,0,0
2024-04-30,3252,1,28,Pack,11,172.37,0,0
2024-04-30,3253,1,1,Pack,9,1078.74,0,0
2024-04-30,3254,1,30,Pack,3,139.23,0,0
2024-04-30,3255,1,24,Pack,8,1006.0,0,0
2024-04-30,3256,1,16,Pack,18,621.9,0,0
2024-04-30,3257,1,18,Pack,10,724.3,0,0
2024-04-30,3258,1,26,Pack,14,1207.22,0,0
2024-04-30,3259,1,24,Pack,6,754.5,0,0
2024-04-30,3260,1,8,Pack,18,1298.7,0,0
2024-04-30,3261,1,27,Pack,14,1708.0,0,0
2024-04-30,3262,1,19,Pack,17,359.38,0,0
2024-04-30,3177,1,9,Dispatch,10,158.4,10,40
2024-04-30,3185,1,16,Dispatch,3,103.65,3,12
2024-04-30,3210,1,28,Dispatch,3,47.01,0,3
2024-04-30,3211,1,5,Dispatch,7,60.97,0,7
2024-04-30,3212,1,28,Dispatch,21,329.07,0,21
2024-04-30,3213,1,19,Dispatch,14,295.96,0,14
2024-04-30,3214,1,21,Dispatch,5,165.7,0,5
2024-04-30,3215,1,22,Dispatch,15,435.9,0,15
2024-04-30,3216,1,25,Dispatch,10,203.0,0,10
2024-04-30,3217,1,29,Dispatch,21,472.71,0,21
2024-04-30,3218,1,11,Dispatch,4,331.28,0,4
2024-04-30,3219,1,18,Dispatch,19,1376.17,0,19
2024-04-30,3220,1,10,Dispatch,17,1673.99,0,17
2024-04-30,3221,1,31,Dispatch,20,665.0,0,20
2024-04-30,3263,2,23,Pack,3,372.15,0,0
2024-04-30,3264,2,18,Pack,21,1521.03,0,0
2024-04-30,3265,2,9,Pack,4,63.36,0,0
2024-04-30,3266,2,26,Pack,19,1638.37,0,0
2024-04-30,3267,2,29,Pack,12,270.12,0,0
2024-04-30,3268,2,9,Pack,20,316.8,0,0
2024-04-30,3269,2,9,Pack,6,95.04,0,0
2024-04-30,3270,2,28,Pack,4,62.68,0,0
2024-04-30,3271,2,32,Pack,3,49.11,0,0
2024-04-30,3272,2,15,Pack,19,1360.97,0,0
2024-04-30,3273,2,19,Pack,5,105.7,0,0
2024-04-30,3004,2,9,Dispatch,3,47.52,3,33
2024-04-30,3123,2,9,Dispatch,5,79.2,5,30
2024-04-30,3222,2,23,Dispatch,3,372.15,0,3
2024-04-30,3223,2,9,Dispatch,11,174.24,0,11
2024-04-30,3224,2,20,Dispatch,16,1450.72,0,16
2024-04-30,3225,2,16,Dispatch,15,518.25,0,15
2024-04-30,3226,2,27,Dispatch,17,2074.0,0,17
2024-04-30,3227,2,5,Dispatch,3,26.13,0,3
2024-04-30,3228,2,4,Dispatch,3,363.54,0,3
2024-04-30,3229,2,20,Dispatch,17,1541.39,0,17
2024-04-30,3230,2,31,Dispatch,20,665.0,0,20
2024-04-30,3231,2,17,Dispatch,14,1605.38,0,14
2024-04-30,3232,2,24,Dispatch,7,880.25,0,7
2024-04-30,3233,2,15,Dispatch,7,501.41,0,7
2024-04-30,3234,2,25,Dispatch,6,121.8,0,6
2024-04-30,3235,2,22,Dispatch,17,494.02,0,17
2024-04-30,3274,3,10,Pack,20,1969.4,0,0
2024-04-30,3275,3,15,Pack,3,214.89,0,0
2024-04-30,3276,3,10,Pack,3,295.41,0,0
2024-04-30,3277,3,25,Pack,18,365.4,0,0
2024-04-30,3278,3,22,Pack,16,464.96,0,0
2024-04-30,3279,3,12,Pack,13,1181.05,0,0
2024-04-30,3280,3,11,Pack,5,414.1,0,0
2024-04-30,3281,3,1,Pack,3,359.58,0,0
2024-04-30,3282,3,5,Pack,19,165.49,0,0
2024-04-30,3283,3,12,Pack,17,1544.45,0,0
2024-04-30,3284,3,2,Pack,6,546.84,0,0
2024-04-30,3285,3,32,Pack,17,278.29,0,0
2024-04-30,3286,3,12,Pack,17,1544.45,0,0
2024-04-30,3287,3,29,Pack,22,495.22,0,0
2024-04-30,3288,3,14,Pack,19,1767.38,0,0
2024-04-30,3236,3,21,Dispatch,14,463.96,0,14
2024-04-30,3237,3,22,Dispatch,7,203.42,0,7
2024-04-30,3238,3,3,Dispatch,19,998.07,0,19
2024-04-30,3239,3,12,Dispatch,22,1998.7,0,22
2024-04-30,3240,3,22,Dispatch,22,639.32,0,22
2024-04-30,3241,3,18,Dispatch,6,434.58,0,6
2024-04-30,3242,3,18,Dispatch,12,869.16,0,12
2024-04-30,3243,3,23,Dispatch,4,496.2,0,4
2024-04-30,3244,3,15,Dispatch,10,716.3,0,10
2024-04-30,3245,3,20,Dispatch,5,453.35,0,5
2024-04-30,3246,3,13,Dispatch,5,567.3,0,5
2024-04-30,3247,3,14,Dispatch,22,2046.44,0,22
2024-04-30,3248,3,31,Dispatch,7,232.75,0,7
2024-04-30,3249,3,4,Dispatch,10,1211.8,0,10
2024-04-30,3250,3,31,Dispatch,18,598.5,0,18
2024-05-31,4063,1,5,Pick,7,60.97,0,14
2024-05-31,4136,1,13,Pack,13,1474.98,0,0
2024-05-31,4137,1,23,Pack,15,1860.75,0,0
2024-05-31,4138,1,20,Pack,5,453.35,0,0
2024-05-31,4139,1,3,Pack,12,630.36,0,0
2024-05-31,4140,1,13,Pack,6,680.76,0,0
2024-05-31,4141,1,6,Pack,16,273.76,0,0
2024-05-31,4142,1,17,Pack,11,1261.37,0,0
2024-05-31,4143,1,21,Pack,21,695.94,0,0
2024-05-31,4144,1,31,Pack,7,232.75,0,0
2024-05-31,4145,1,25,Pack,20,406.0,0,0
2024-05-31,4146,1,22,Pack,4,116.24,0,0
2024-05-31,4147,1,30,Pack,12,556.92,0,0
2024-05-31,4068,1,27,Dispatch,1,122.0,0,2
2024-05-31,4068,1,27,Dispatch,6,732.0,0,12
2024-05-31,4095,1,7,Dispatch,22,1929.62,0,22
2024-05-31,4096,1,13,Dispatch,5,567.3,0,5
2024-05-31,4097,1,20,Dispatch,5,453.35,0,5
2024-05-31,4098,1,26,Dispatch,16,1379.68,0,16
2024-05-31,4099,1,12,Dispatch,22,1998.7,0,22
2024-05-31,4100,1,25,Dispatch,7,142.1,0,7
2024-05-31,4101,1,24,Dispatch,18,2263.5,0,18
2024-05-31,4102,1,13,Dispatch,15,1701.9,0,15
2024-05-31,4103,1,19,Dispatch,20,422.8,0,20
2024-05-31,4104,1,19,Dispatch,3,63.42,0,3
2024-05-31,4105,1,19,Dispatch,14,295.96,0,14
2024-05-31,4106,1,11,Dispatch,15,1242.3,0,15
2024-05-31,4107,1,12,Dispatch,18,1635.3,0,18
2024-05-31,3993,2,8,Pick,18,1298.7,18,72
2024-05-31,4029,2,12,Pick,4,363.4,0,12
2024-05-31,4031,2,12,Pick,8,726.8,0,24
2024-05-31,4077,2,8,Pick,7,505.05,0,14
2024-05-31,4117,2,8,Pick,9,649.35,0,9
2024-05-31,4159,2,12,Pick,8,726.8,0,0
2024-05-31,4121,2,24,Pack,3,377.25,0,3
2024-05-31,4148,2,31,Pack,5,166.25,0,0
2024-05-31,4149,2,32,Pack,10,163.7,0,0
2024-05-31,4150,2,5,Pack,11,95.81,0,0
2024-05-31,4151,2,24,Pack,3,377.25,0,0
2024-05-31,4152,2,21,Pack,14,463.96,0,0
2024-05-31,4153,2,24,Pack,22,2766.5,0,0
2024-05-31,4154,2,30,Pack,12,556.92,0,0
2024-05-31,4155,2,25,Pack,9,182.7,0,0
2024-05-31,4156,2,26,Pack,5,431.15,0,0
2024-05-31,4157,2,32,Pack,21,343.77,0,0
2024-05-31,4158,2,10,Pack,17,1673.99,0,0
2024-05-31,4160,2,18,Pack,4,289.72,0,0
2024-05-31,4161,2,24,Pack,14,1760.5,0,0
2024-05-31,4162,2,9,Pack,16,253.44,0,0
2024-05-31,4070,2,11,Dispatch,5,414.1,0,10
2024-05-31,4108,2,15,Dispatch,6,429.78,0,6
2024-05-31,4109,2,15,Dispatch,13,931.19,0,13
2024-05-31,4110,2,3,Dispatch,12,630.36,0,12
2024-05-31,4111,2,16,Dispatch,9,310.95,0,9
2024-05-31,4112,2,3,Dispatch,18,945.54,0,18
2024-05-31,4113,2,13,Dispatch,16,1815.36,0,16
2024-05-31,4114,2,29,Dispatch,21,472.71,0,21
2024-05-31,4115,2,2,Dispatch,20,1822.8,0,20
2024-05-31,4116,2,22,Dispatch,20,581.2,0,20
2024-05-31,4118,2,1,Dispatch,10,1198.6,0,10
2024-05-31,4119,2,3,Dispatch,22,1155.66,0,22
2024-05-31,4120,2,15,Dispatch,12,859.56,0,12
2024-05-31,4121,2,24,Dispatch,17,2137.75,0,17
2024-05-31,4163,3,5,Pack,13,113.23,0,0
2024-05-31,4164,3,29,Pack,11,247.61,0,0
2024-05-31,4165,3,18,Pack,18,1303.74,0,0
2024-05-31,4166,3,10,Pack,15,1477.05,0,0
2024-05-31,4167,3,30,Pack,10,464.1,0,0
2024-05-31,4168,3,7,Pack,18,1578.78,0,0
2024-05-31,4169,3,18,Pack,16,1158.88,0,0
2024-05-31,4170,3,10,Pack,9,886.23,0,0
2024-05-31,4171,3,32,Pack,9,147.33,0,0
2024-05-31,4172,3,18,Pack,5,362.15,0,0
2024-05-31,4173,3,6,Pack,22,376.42,0,0
2024-05-31,4174,3,20,Pack,3,272.01,0,0
2024-05-31,4175,3,20,Pack,22,1994.74,0,0
2024-05-31,4176,3,25,Pack,18,365.4,0,0
2024-05-31,4122,3,5,Dispatch,3,26.13,0,3
2024-05-31,4123,3,20,Dispatch,3,272.01,0,3
2024-05-31,4124,3,9,Dispatch,16,253.44,0,16
2024-05-31,4125,3,16,Dispatch,16,552.8,0,16
2024-05-31,4126,3,12,Dispatch,7,635.95,0,7
2024-05-31,4127,3,21,Dispatch,22,729.08,0,22
2024-05-31,4128,3,20,Dispatch,22,1994.74,0,22
2024-05-31,4129,3,23,Dispatch,18,2232.9,0,18
2024-05-31,4130,3,7,Dispatch,14,1227.94,0,14
2024-05-31,4131,3,15,Dispatch,9,644.67,0,9
2024-05-31,4132,3,6,Dispatch,6,102.66,0,6
2024-05-31,4133,3,4,Dispatch,16,1938.88,0,16
2024-05-31,4134,3,1,Dispatch,16,1917.76,0,16
2024-05-31,4135,3,25,Dispatch,5,101.5,0,5
2024-06-30,4922,1,19,Pack,15,317.1,0,30
2024-06-30,4923,1,19,Pack,4,84.56,0,8
2024-06-30,4924,1,21,Pack,15,497.1,0,30
2024-06-30,4925,1,14,Pack,9,837.18,0,18
2024-06-30,4926,1,4,Pack,14,1696.52,0,28
2024-06-30,4927,1,28,Pack,6,94.02,0,12
2024-06-30,4928,1,22,Pack,18,523.08,0,36
2024-06-30,4929,1,13,Pack,3,340.38,0,6
2024-06-30,4930,1,10,Pack,11,1083.17,0,22
2024-06-30,4931,1,24,Pack,11,1383.25,0,22
2024-06-30,4932,1,13,Pack,8,907.68,0,16
2024-06-30,4933,1,16,Pack,8,276.4,0,16
2024-06-30,4882,1,8,Dispatch,14,1010.1,0,42
2024-06-30,4883,1,26,Dispatch,7,603.61,0,21
2024-06-30,4884,1,30,Dispatch,11,510.51,0,33
2024-06-30,4885,1,31,Dispatch,7,232.75,0,21
2024-06-30,4886,1,3,Dispatch,9,472.77,0,27
2024-06-30,4887,1,31,Dispatch,18,598.5,0,54
2024-06-30,4888,1,30,Dispatch,9,417.69,0,27
2024-06-30,4889,1,24,Dispatch,21,2640.75,0,63
2024-06-30,4890,1,27,Dispatch,12,1464.0,0,36
2024-06-30,4891,1,10,Dispatch,11,1083.17,0,33
2024-06-30,4892,1,26,Dispatch,21,1810.83,0,63
2024-06-30,4893,1,10,Dispatch,20,1969.4,0,60
2024-06-30,4894,1,28,Dispatch,9,141.03,0,27
2024-06-30,4895,1,5,Dispatch,10,87.1,0,30
2024-06-30,4896,1,19,Dispatch,5,105.7,0,15
2024-06-30,4868,2,8,Pick,4,288.6,0,16
2024-06-30,4902,2,8,Pick,5,360.75,0,15
2024-06-30,4934,2,20,Pack,21,1904.07,0,42
2024-06-30,4935,2,17,Pack,12,1376.04,0,24
2024-06-30,4936,2,1,Pack,10,1198.6,0,20
2024-06-30,4937,2,18,Pack,15,1086.45,0,30
2024-06-30,4938,2,26,Pack,14,1207.22,0,28
2024-06-30,4939,2,22,Pack,21,610.26,0,42
2024-06-30,4940,2,21,Pack,7,231.98,0,14
2024-06-30,4941,2,11,Pack,17,1407.94,0,34
2024-06-30,4942,2,31,Pack,12,399.0,0,24
2024-06-30,4943,2,9,Pack,8,126.72,0,16
2024-06-30,4944,2,12,Pack,5,454.25,0,10
2024-06-30,4945,2,20,Pack,12,1088.04,0,24
2024-06-30,4946,2,28,Pack,3,47.01,0,6
2024-06-30,4897,2,19,Dispatch,8,169.12,0,24
2024-06-30,4898,2,18,Dispatch,21,1521.03,0,63
2024-06-30,4899,2,1,Dispatch,11,1318.46,0,33
2024-06-30,4900,2,2,Dispatch,17,1549.38,0,51
2024-06-30,4901,2,7,Dispatch,12,1052.52,0,36
2024-06-30,4903,2,31,Dispatch,22,731.5,0,66
2024-06-30,4904,2,17,Dispatch,15,1720.05,0,45
2024-06-30,4905,2,9,Dispatch,18,285.12,0,54
2024-06-30,4906,2,12,Dispatch,12,1090.2,0,36
2024-06-30,4907,2,5,Dispatch,20,174.2,0,60
2024-06-30,4908,2,20,Dispatch,9,816.03,0,27
2024-06-30,4909,2,11,Dispatch,3,248.46,0,9
2024-06-30,4910,2,31,Dispatch,21,698.25,0,63
2024-06-30,4712,3,18,Pick,2,144.86,2,20
2024-06-30,4721,3,18,Pick,18,1303.74,18,180
2024-06-30,4835,3,18,Pick,9,651.87,0,45
2024-06-30,4876,3,18,Pick,5,362.15,0,20
2024-06-30,4947,3,9,Pack,10,158.4,0,20
2024-06-30,4948,3,15,Pack,8,573.04,0,16
2024-06-30,4949,3,16,Pack,7,241.85,0,14
2024-06-30,4950,3,32,Pack,6,98.22,0,12
2024-06-30,4951,3,30,Pack,9,417.69,0,18
2024-06-30,4952,3,4,Pack,6,727.08,0,12
2024-06-30,4953,3,17,Pack,12,1376.04,0,24
2024-06-30,4954,3,25,Pack,18,365.4,0,36
2024-06-30,4955,3,31,Pack,10,332.5,0,20
2024-06-30,4956,3,22,Pack,19,552.14,0,38
