ShipmentID,OrderID,Date,WarehouseID,ProductID,Units,COGSUSD,RevenueUSD,CycleUnitDays,OnTimeUnits
233,231,2024-01-10,3,25,19,248.9,385.7,38,19
234,232,2024-01-10,3,31,4,85.8,133.0,8,4
235,233,2024-01-10,3,17,9,665.82,1032.03,18,9
236,234,2024-01-10,3,12,15,879.15,1362.75,30,15
237,235,2024-01-10,3,29,22,319.44,495.22,44,22
238,236,2024-01-10,3,1,6,463.98,719.16,12,6
239,237,2024-01-10,3,12,19,1113.59,1726.15,38,19
240,238,2024-01-10,3,23,3,240.09,372.15,6,3
241,239,2024-01-11,1,31,11,235.95,365.75,22,11
242,240,2024-01-11,1,32,20,211.2,327.4,40,20
243,241,2024-01-11,1,25,21,275.1,426.3,42,21
244,242,2024-01-11,1,13,17,1244.4,1928.82,34,17
245,243,2024-01-11,1,26,7,389.41,603.61,14,7
246,244,2024-01-11,1,6,5,55.2,85.55,10,5
247,245,2024-01-11,1,16,20,445.8,691.0,40,20
248,246,2024-01-11,1,28,14,141.54,219.38,28,14
249,247,2024-01-11,1,12,21,1230.81,1907.85,42,21
250,248,2024-01-11,1,25,12,157.2,243.6,24,12
251,249,2024-01-11,1,4,12,938.16,1454.16,24,12
252,250,2024-01-11,1,19,22,300.08,465.08,44,22
253,251,2024-01-11,2,17,12,887.76,1376.04,24,12
254,252,2024-01-11,2,18,8,373.84,579.44,16,8
255,253,2024-01-11,2,10,17,1080.01,1673.99,34,17
256,254,2024-01-11,2,31,6,128.7,199.5,12,6
257,255,2024-01-11,2,5,8,44.96,69.68,16,8
258,256,2024-01-11,2,18,18,841.14,1303.74,36,18
259,257,2024-01-11,2,10,15,952.95,1477.05,30,15
260,258,2024-01-11,2,4,18,1407.24,2181.24,36,18
261,259,2024-01-11,2,11,11,587.73,911.02,22,11
262,260,2024-01-11,2,7,15,848.85,1315.65,30,15
263,261,2024-01-11,2,16,17,378.93,587.35,34,17
264,262,2024-01-11,2,30,14,419.16,649.74,28,14
265,263,2024-01-11,2,25,4,52.4,81.2,8,4
266,264,2024-01-11,2,10,8,508.24,787.76,16,8
267,265,2024-01-11,2,16,22,490.38,760.1,44,22
268,266,2024-01-11,3,7,15,848.85,1315.65,30,15
269,267,2024-01-11,3,3,13,440.57,682.89,26,13
270,268,2024-01-11,3,11,8,427.44,662.56,16,8
271,269,2024-01-11,3,9,5,51.1,79.2,10,5
272,270,2024-01-11,3,2,8,470.4,729.12,16,8
273,271,2024-01-11,3,21,21,448.98,695.94,42,21
274,272,2024-01-11,3,3,4,135.56,210.12,8,4
275,273,2024-01-11,3,2,9,529.2,820.26,18,9
276,274,2024-01-11,3,13,9,658.8,1021.14,18,9
277,275,2024-01-11,3,16,9,200.61,310.95,18,9
278,276,2024-01-11,3,10,8,508.24,787.76,16,8
279,277,2024-01-11,3,8,12,558.6,865.8,24,12
280,278,2024-01-11,3,14,18,1080.18,1674.36,36,18
281,279,2024-01-12,1,9,9,91.98,142.56,18,9
282,280,2024-01-12,1,25,8,104.8,162.4,16,8
283,281,2024-01-12,1,13,5,366.0,567.3,10,5
284,282,2024-01-12,1,18,7,327.11,507.01,14,7
285,283,2024-01-12,1,4,16,1250.88,1938.88,32,16
286,284,2024-01-12,1,2,14,823.2,1275.96,28,14
287,285,2024-01-12,1,4,18,1407.24,2181.24,36,18
288,286,2024-01-12,1,12,13,761.93,1181.05,26,13
289,287,2024-01-12,1,12,14,820.54,1271.9,28,14
290,288,2024-01-12,1,23,3,240.09,372.15,6,3
291,289,2024-01-12,1,30,20,598.8,928.2,40,20
292,290,2024-01-12,2,30,14,419.16,649.74,28,14
293,291,2024-01-12,2,4,4,312.72,484.72,8,4
294,292,2024-01-12,2,23,8,640.24,992.4,16,8
295,293,2024-01-12,2,21,19,406.22,629.66,38,19
296,294,2024-01-12,2,13,3,219.6,340.38,6,3
297,295,2024-01-12,2,25,3,39.3,60.9,6,3
298,296,2024-01-12,2,28,3,30.33,47.01,6,3
299,297,2024-01-12,2,25,13,170.3,263.9,26,13
300,298,2024-01-12,2,22,10,187.5,290.6,20,10
301,299,2024-01-12,2,24,20,1622.6,2515.0,40,20
302,300,2024-01-12,2,32,18,190.08,294.66,36,18
303,301,2024-01-12,3,20,22,1287.0,1994.74,44,22
304,302,2024-01-12,3,31,14,300.3,465.5,28,14
305,303,2024-01-12,3,2,10,588.0,911.4,20,10
306,304,2024-01-12,3,23,22,1760.66,2729.1,44,22
307,305,2024-01-12,3,9,14,143.08,221.76,28,14
308,306,2024-01-12,3,32,15,158.4,245.55,30,15
309,307,2024-01-12,3,4,12,938.16,1454.16,24,12
310,308,2024-01-12,3,21,7,149.66,231.98,14,7
311,309,2024-01-12,3,3,9,305.01,472.77,18,9
312,310,2024-01-12,3,23,3,240.09,372.15,6,3
313,311,2024-01-12,3,27,15,1180.65,1830.0,30,15
314,312,2024-01-15,1,3,16,542.24,840.48,64,16
315,313,2024-01-15,1,28,18,181.98,282.06,72,18
316,314,2024-01-15,1,32,8,84.48,130.96,32,8
317,315,2024-01-15,1,8,15,698.25,1082.25,60,15
318,316,2024-01-15,1,22,12,225.0,348.72,48,12
319,317,2024-01-15,1,5,3,16.86,26.13,12,3
320,318,2024-01-15,1,31,11,235.95,365.75,44,11
321,319,2024-01-15,1,15,17,785.57,1217.71,68,17
322,320,2024-01-15,1,23,18,1440.54,2232.9,72,18
323,321,2024-01-15,1,12,19,1113.59,1726.15,76,19
324,322,2024-01-15,1,31,4,85.8,133.0,16,4
325,323,2024-01-15,2,7,22,1244.98,1929.62,88,22
326,324,2024-01-15,2,17,19,1405.62,2178.73,76,19
327,325,2024-01-15,2,17,13,961.74,1490.71,52,13
328,326,2024-01-15,2,4,11,859.98,1332.98,44,11
329,327,2024-01-15,2,20,20,1170.0,1813.4,80,20
330,328,2024-01-15,2,12,11,644.71,999.35,44,11
331,329,2024-01-15,2,26,17,945.71,1465.91,68,17
332,330,2024-01-15,2,2,15,882.0,1367.1,60,15
333,331,2024-01-15,2,21,13,277.94,430.82,52,13
334,332,2024-01-15,2,5,17,95.54,148.07,68,17
335,333,2024-01-15,2,28,20,202.2,313.4,80,20
336,334,2024-01-15,3,6,20,220.8,342.2,80,20
337,335,2024-01-15,3,14,19,1140.19,1767.38,76,19
338,336,2024-01-15,3,22,4,75.0,116.24,16,4
339,337,2024-01-15,3,8,21,977.55,1515.15,84,21
340,338,2024-01-15,3,3,7,237.23,367.71,28,7
341,339,2024-01-15,3,28,5,50.55,78.35,20,5
342,340,2024-01-15,3,30,19,568.86,881.79,76,19
343,341,2024-01-15,3,31,10,214.5,332.5,40,10
344,342,2024-01-15,3,30,5,149.7,232.05,20,5
345,343,2024-01-15,3,10,5,317.65,492.35,20,5
346,344,2024-01-15,3,3,4,135.56,210.12,16,4
347,345,2024-01-16,1,4,16,1250.88,1938.88,64,0
348,346,2024-01-16,1,14,7,420.07,651.14,28,0
349,347,2024-01-16,1,29,5,72.6,112.55,20,0
350,348,2024-01-16,1,19,5,68.2,105.7,20,0
351,349,2024-01-16,1,24,15,1216.95,1886.25,60,15
352,350,2024-01-16,1,12,11,644.71,999.35,44,11
353,351,2024-01-16,1,2,7,411.6,637.98,28,7
354,352,2024-01-16,1,25,17,222.7,345.1,68,17
355,353,2024-01-16,1,12,4,234.44,363.4,16,0
356,354,2024-01-16,1,25,17,222.7,345.1,68,17
357,355,2024-01-16,1,23,13,1040.39,1612.65,52,13
358,356,2024-01-16,1,6,22,242.88,376.42,88,22
359,357,2024-01-16,1,21,17,363.46,563.38,68,17
360,358,2024-01-16,2,8,4,186.2,288.6,16,0
361,359,2024-01-16,2,3,19,643.91,998.07,76,0
362,360,2024-01-16,2,24,17,1379.21,2137.75,68,0
363,361,2024-01-16,2,14,20,1200.2,1860.4,80,20
364,362,2024-01-16,2,23,12,960.36,1488.6,48,0
365,363,2024-01-16,2,25,8,104.8,162.4,32,0
366,364,2024-01-16,2,6,9,99.36,153.99,36,0
367,365,2024-01-16,2,29,11,159.72,247.61,44,0
368,366,2024-01-16,2,2,10,588.0,911.4,40,0
369,367,2024-01-16,2,20,11,643.5,997.37,44,0
370,368,2024-01-16,2,30,14,419.16,649.74,56,14
371,369,2024-01-16,2,22,4,75.0,116.24,16,0
372,370,2024-01-16,3,11,12,641.16,993.84,48,12
373,371,2024-01-16,3,1,22,1701.26,2636.92,88,0
374,372,2024-01-16,3,29,18,261.36,405.18,72,0
375,373,2024-01-16,3,20,15,877.5,1360.05,60,0
376,374,2024-01-16,3,25,20,262.0,406.0,80,0
377,375,2024-01-16,3,22,8,150.0,232.48,32,0
378,376,2024-01-16,3,21,13,277.94,430.82,52,0
379,377,2024-01-16,3,22,17,318.75,494.02,68,0
380,378,2024-01-16,3,31,11,235.95,365.75,44,0
381,379,2024-01-16,3,30,8,239.52,371.28,32,0
382,380,2024-01-16,3,4,20,1563.6,2423.6,80,0
383,381,2024-01-16,3,5,16,89.92,139.36,64,0
384,382,2024-01-16,3,9,9,91.98,142.56,36,0
385,383,2024-01-17,1,29,21,304.92,472.71,42,21
386,384,2024-01-17,1,25,5,65.5,101.5,10,5
387,385,2024-01-17,1,30,5,149.7,232.05,10,5
388,386,2024-01-17,1,17,16,1183.68,1834.72,32,16
389,387,2024-01-17,1,16,15,334.35,518.25,30,15
390,388,2024-01-17,1,22,8,150.0,232.48,16,8
391,389,2024-01-17,1,20,22,1287.0,1994.74,44,22
392,390,2024-01-17,1,17,15,1109.7,1720.05,30,15
393,391,2024-01-17,1,13,10,732.0,1134.6,20,10
394,392,2024-01-17,1,19,7,95.48,147.98,14,7
395,393,2024-01-17,1,26,9,500.67,776.07,18,9
396,394,2024-01-17,1,25,10,131.0,203.0,20,10
397,395,2024-01-17,2,28,14,141.54,219.38,28,14
398,396,2024-01-17,2,3,17,576.13,893.01,34,17
399,397,2024-01-17,2,22,5,93.75,145.3,10,5
400,398,2024-01-17,2,24,15,1216.95,1886.25,30,15
401,399,2024-01-17,2,23,12,960.36,1488.6,24,12
402,400,2024-01-17,2,3,6,203.34,315.18,12,6
403,401,2024-01-17,2,20,8,468.0,725.36,16,8
404,402,2024-01-17,2,29,11,159.72,247.61,22,11
405,403,2024-01-17,2,1,7,541.31,839.02,14,7
406,404,2024-01-17,2,31,7,150.15,232.75,14,7
407,405,2024-01-17,2,4,16,1250.88,1938.88,32,16
408,406,2024-01-17,2,17,6,443.88,688.02,12,6
409,407,2024-01-17,2,18,12,560.76,869.16,24,12
410,408,2024-01-17,2,25,19,248.9,385.7,38,19
411,409,2024-01-17,3,23,20,1600.6,2481.0,40,20
412,410,2024-01-17,3,28,9,90.99,141.03,18,9
413,411,2024-01-17,3,23,10,800.3,1240.5,20,10
414,412,2024-01-17,3,22,13,243.75,377.78,26,13
415,413,2024-01-17,3,5,7,39.34,60.97,14,7
416,414,2024-01-17,3,28,14,141.54,219.38,28,14
417,415,2024-01-17,3,15,4,184.84,286.52,8,4
418,416,2024-01-17,3,23,9,720.27,1116.45,18,9
419,417,2024-01-17,3,5,15,84.3,130.65,30,15
420,418,2024-01-17,3,13,8,585.6,907.68,16,8
421,419,2024-01-17,3,18,5,233.65,362.15,10,5
422,420,2024-01-18,1,29,3,43.56,67.53,6,3
423,421,2024-01-18,1,23,16,1280.48,1984.8,32,16
424,422,2024-01-18,1,13,4,292.8,453.84,8,4
425,423,2024-01-18,1,11,15,801.45,1242.3,30,15
426,424,2024-01-18,1,22,3,56.25,87.18,6,3
427,425,2024-01-18,1,13,4,292.8,453.84,8,4
428,426,2024-01-18,1,5,18,101.16,156.78,36,18
429,427,2024-01-18,1,21,3,64.14,99.42,6,3
430,428,2024-01-18,1,21,4,85.52,132.56,8,4
431,429,2024-01-18,1,15,6,277.26,429.78,12,6
432,430,2024-01-18,1,12,10,586.1,908.5,20,10
433,431,2024-01-18,2,10,12,762.36,1181.64,24,12
434,432,2024-01-18,2,11,15,801.45,1242.3,30,15
435,433,2024-01-18,2,20,9,526.5,816.03,18,9
436,434,2024-01-18,2,26,7,389.41,603.61,14,7
437,435,2024-01-18,2,5,16,89.92,139.36,32,16
438,436,2024-01-18,2,23,20,1600.6,2481.0,40,20
439,437,2024-01-18,2,17,21,1553.58,2408.07,42,21
440,438,2024-01-18,2,11,7,374.01,579.74,14,7
441,439,2024-01-18,2,9,4,40.88,63.36,8,4
442,440,2024-01-18,2,24,11,892.43,1383.25,22,11
443,441,2024-01-18,2,6,17,187.68,290.87,34,17
444,442,2024-01-18,3,13,5,366.0,567.3,10,5
445,443,2024-01-18,3,10,14,889.42,1378.58,28,14
446,444,2024-01-18,3,5,18,101.16,156.78,36,18
447,445,2024-01-18,3,2,13,764.4,1184.82,26,13
448,446,2024-01-18,3,21,22,470.36,729.08,44,22
449,447,2024-01-18,3,8,22,1024.1,1587.3,44,22
450,448,2024-01-18,3,15,14,646.94,1002.82,28,14
451,449,2024-01-18,3,16,4,89.16,138.2,8,4
452,450,2024-01-18,3,3,22,745.58,1155.66,44,22
453,451,2024-01-18,3,3,10,338.9,525.3,20,10
454,452,2024-01-18,3,4,14,1094.52,1696.52,28,14
455,453,2024-01-19,1,26,16,890.08,1379.68,32,16
456,454,2024-01-19,1,19,19,259.16,401.66,38,19
457,455,2024-01-19,1,27,8,629.68,976.0,16,8
458,456,2024-01-19,1,21,16,342.08,530.24,32,16
459,457,2024-01-19,1,11,7,374.01,579.74,14,7
460,458,2024-01-19,1,31,3,64.35,99.75,6,3
461,459,2024-01-19,1,31,21,450.45,698.25,42,21
462,460,2024-01-19,1,32,3,31.68,49.11,6,3
463,461,2024-01-19,1,16,6,133.74,207.3,12,6
464,462,2024-01-19,1,11,17,908.31,1407.94,34,17
465,463,2024-01-19,1,25,21,275.1,426.3,42,21
466,464,2024-01-19,1,9,17,173.74,269.28,34,17
467,465,2024-01-19,2,8,19,884.45,1370.85,38,19
468,466,2024-01-19,2,7,13,735.67,1140.23,26,13
469,467,2024-01-19,2,20,4,234.0,362.68,8,4
470,468,2024-01-19,2,11,21,1122.03,1739.22,42,21
